Genes	avg_logFC	pct.TM	pct.PB	pct.Difference	p_val	p_val_adj	
CTD-2532N20.1	-1.018860611	0	0.006	-0.006	0.058655064	1	
E2F7	-1.018860611	0	0.006	-0.006	0.058655064	1	
S100P	-1.018860611	0	0.006	-0.006	0.058655064	1	
RP11-56G10.2	-1.018882858	0.007	0.025	-0.018	0.052374013	1	
EPHX1	-1.018928258	0	0.012	-0.012	0.007403874	1	
HIST1H3G	-1.01994767	0	0.006	-0.006	0.058655064	1	
XPO4	-1.022051412	0.124	0.294	-0.17	8.57E-08	0.001580079	
BRCC3	-1.023830222	0.068	0.2	-0.132	6.52E-07	0.012021968	
MFSD13A	-1.025225979	0.014	0.038	-0.024	0.052958935	1	
S1PR4	-1.025867973	0.15	0.35	-0.2	3.26E-09	6.01E-05	
GPD1L	-1.026219029	0.047	0.094	-0.047	0.019554533	1	
INADL	-1.02669837	0.035	0.1	-0.065	0.000750343	1	
MORN3	-1.027522901	0.01	0.044	-0.034	0.004874028	1	
RP11-18H7.1	-1.027536788	0.003	0.012	-0.009	0.170513069	1	
FKBP6	-1.029290389	0	0.006	-0.006	0.058655064	1	
KLHL23	-1.029290389	0	0.006	-0.006	0.058655064	1	
ZER1	-1.029398982	0.028	0.094	-0.066	0.000271169	1	
FGFBP3	-1.029940135	0.01	0.038	-0.028	0.017169641	1	
AC007161.5	-1.030477597	0.035	0.1	-0.065	0.000711424	1	
RP3-388N13.5	-1.03077282	0	0.006	-0.006	0.058655064	1	
MIAT	-1.030809165	0.044	0.106	-0.062	0.002263058	1	
RP11-479G22.8	-1.031136217	0.002	0.012	-0.01	0.060229663	1	
PPP1R35	-1.031612012	0.047	0.119	-0.072	0.000807407	1	
MIF-AS1	-1.032080598	0.003	0.012	-0.009	0.171546785	1	
RP11-338L22.2	-1.032818759	0	0.006	-0.006	0.058655064	1	
LHPP	-1.032890151	0.08	0.206	-0.126	4.02E-06	0.07399011	
ISYNA1	-1.03324006	0.028	0.062	-0.034	0.033089951	1	
RP11-213H15.1	-1.033938453	0	0.006	-0.006	0.058655064	1	
MIR762HG	-1.036191612	0.028	0.1	-0.072	8.80E-05	1	
TMEM256-PLSCR3.1	-1.036238138	0.003	0.025	-0.022	0.007778026	1	
UNC45B	-1.03671677	0.003	0.019	-0.016	0.038162121	1	
CTD-2349P21.12	-1.03712531	0	0.006	-0.006	0.058655064	1	
POTEE	-1.03712531	0	0.006	-0.006	0.058655064	1	
POTEJ	-1.03712531	0	0.006	-0.006	0.058655064	1	
AC078883.3	-1.041091659	0	0.006	-0.006	0.058655064	1	
CEP70	-1.041763294	0.003	0.025	-0.022	0.007778026	1	
RP11-96K19.2	-1.041895224	0.003	0.025	-0.022	0.007653997	1	
RP5-991G20.1	-1.04506245	0.003	0.019	-0.016	0.038162121	1	
SLC25A25-AS1	-1.045789998	0.003	0.019	-0.016	0.038162121	1	
TRBV19	-1.046478959	0.035	0.069	-0.034	0.057083563	1	
CMB9-55A18.1	-1.047258427	0.003	0.012	-0.009	0.170513069	1	
GAS6	-1.048160995	0	0.006	-0.006	0.058655064	1	
LINC01501	-1.048160995	0	0.006	-0.006	0.058655064	1	
RP11-686O6.2	-1.048160995	0	0.006	-0.006	0.058655064	1	
PPT2-EGFL8	-1.048546103	0	0.006	-0.006	0.058655064	1	
RP4-635E18.7	-1.048546103	0	0.006	-0.006	0.058655064	1	
RUSC1-AS1	-1.048546103	0	0.006	-0.006	0.058655064	1	
MANEAL	-1.049544796	0.002	0.012	-0.01	0.059710659	1	
CTB-193M12.5	-1.050032817	0.002	0.012	-0.01	0.059195369	1	
ZSWIM1	-1.051351805	0.005	0.025	-0.02	0.023180555	1	
CECR1	-1.052861387	0.057	0.212	-0.155	2.50E-09	4.61E-05	
MYH3	-1.054165058	0	0.006	-0.006	0.058655064	1	
RP11-424N24.2	-1.054165058	0	0.006	-0.006	0.058655064	1	
IDH1-AS1	-1.054416123	0	0.012	-0.012	0.007403874	1	
ZNF302	-1.055282183	0.064	0.15	-0.086	0.000440409	1	
LRRC58	-1.055899207	0.051	0.106	-0.055	0.007433301	1	
MTUS2	-1.055922257	0	0.006	-0.006	0.058655064	1	
XXbac-B476C20.9	-1.056123643	0.002	0.019	-0.017	0.010001206	1	
FAM58A	-1.056411302	0.056	0.138	-0.082	0.000317249	1	
TRBV12-4	-1.059218415	0.021	0.038	-0.017	0.221114081	1	
TPP2	-1.059440049	0.131	0.362	-0.231	3.78E-11	6.96E-07	
C14orf37	-1.059640999	0.009	0.038	-0.029	0.008154851	1	
GPR25	-1.06091056	0.005	0.025	-0.02	0.023180555	1	
RORA-AS1	-1.06118525	0.003	0.019	-0.016	0.037887603	1	
IL12A	-1.061603289	0.002	0.012	-0.01	0.060229663	1	
VCL	-1.061815101	0.014	0.044	-0.03	0.017879326	1	
LINC00685	-1.062420408	0	0.006	-0.006	0.058655064	1	
RP4-635E18.8	-1.062420408	0	0.006	-0.006	0.058655064	1	
RP11-10K16.1	-1.062858042	0.003	0.012	-0.009	0.169484028	1	
BDH1	-1.065274339	0.019	0.044	-0.025	0.071806776	1	
SLC22A5	-1.065474189	0.021	0.05	-0.029	0.04286697	1	
FAM117B	-1.06582838	0.005	0.019	-0.014	0.092132255	1	
PELI2	-1.066521193	0.003	0.019	-0.016	0.037887603	1	
NPIPB3	-1.066686111	0.003	0.012	-0.009	0.169484028	1	
PPP1R32	-1.068404137	0	0.006	-0.006	0.058655064	1	
ZNF839	-1.069520705	0.002	0.006	-0.004	0.333723268	1	
PROK2	-1.069981752	0.007	0.025	-0.018	0.051806803	1	
DNM3	-1.070728559	0.005	0.019	-0.014	0.092132255	1	
SLC25A28	-1.071793708	0.016	0.038	-0.022	0.080033774	1	
GCAT	-1.072706574	0.002	0.019	-0.017	0.009717944	1	
CCNE1	-1.073633377	0	0.012	-0.012	0.007403874	1	
HIST1H2BM	-1.073771617	0.007	0.025	-0.018	0.051806803	1	
DMRTC1B	-1.075071987	0	0.006	-0.006	0.058655064	1	
RP11-143I21.1	-1.075071987	0	0.006	-0.006	0.058655064	1	
RP3-325F22.5	-1.075071987	0	0.006	-0.006	0.058655064	1	
TXK	-1.075633495	0.045	0.125	-0.08	0.000166376	1	
RP11-50I19.2	-1.077667864	0.002	0.006	-0.004	0.333723268	1	
RCC1	-1.080295918	0.2	0.456	-0.256	1.43E-12	2.64E-08	
SGMS2	-1.080802881	0	0.012	-0.012	0.007403874	1	
SDR42E2	-1.080827997	0.009	0.031	-0.022	0.029441835	1	
C10orf105	-1.082037903	0	0.006	-0.006	0.058655064	1	
GPRIN1	-1.082037903	0	0.006	-0.006	0.058655064	1	
LINC01126	-1.082037903	0	0.006	-0.006	0.058655064	1	
POMT1	-1.083506353	0.04	0.125	-0.085	4.99E-05	0.919200569	
NT5M	-1.083539394	0.003	0.012	-0.009	0.170513069	1	
RASGRP4	-1.087641718	0.007	0.031	-0.024	0.01361092	1	
LINGO3	-1.090794225	0.002	0.019	-0.017	0.010001206	1	
CTC-461F20.1	-1.091070271	0.002	0.012	-0.01	0.059710659	1	
UQCC1	-1.093740133	0.016	0.044	-0.028	0.029732639	1	
HCG25	-1.093918082	0.003	0.012	-0.009	0.169484028	1	
KCNQ2	-1.094998723	0	0.006	-0.006	0.058655064	1	
KIAA0125	-1.094998723	0	0.006	-0.006	0.058655064	1	
PTOV1-AS1	-1.094998723	0	0.006	-0.006	0.058655064	1	
RHBDL1	-1.094998723	0	0.006	-0.006	0.058655064	1	
IGLV9-49	-1.096271115	0	0.006	-0.006	0.058655064	1	
USP54	-1.096271115	0	0.006	-0.006	0.058655064	1	
OCLN	-1.096310973	0.002	0.012	-0.01	0.059710659	1	
IGLV3-10	-1.096483496	0	0.006	-0.006	0.058655064	1	
IGKV3-20	-1.097182972	0	0.012	-0.012	0.007403874	1	
RGS5	-1.105233312	0.002	0.012	-0.01	0.059710659	1	
IGKV3-15	-1.105917096	0	0.012	-0.012	0.007403874	1	
FCMR	-1.107142869	0.289	0.644	-0.355	1.65E-19	3.04E-15	
ZFP3	-1.107837913	0.002	0.012	-0.01	0.059710659	1	
PPP2R5C	-1.108563409	0.3	0.569	-0.269	3.75E-15	6.90E-11	
FAM47E	-1.111140803	0	0.006	-0.006	0.058655064	1	
RP11-75C10.9	-1.111359572	0	0.006	-0.006	0.058655064	1	
RP4-563E14.1	-1.111512996	0.01	0.05	-0.04	0.001289493	1	
KLHDC10	-1.112425213	0.021	0.062	-0.041	0.006335049	1	
TRBV25-1	-1.115326121	0.002	0.006	-0.004	0.336063789	1	
PMEL	-1.115534267	0	0.006	-0.006	0.058655064	1	
RP11-401F2.3	-1.116434972	0.002	0.012	-0.01	0.059195369	1	
FLJ27354	-1.116512152	0.033	0.112	-0.079	5.37E-05	0.990427487	
PCSK1N	-1.117995112	0.019	0.038	-0.019	0.162308789	1	
TSHZ2	-1.118851578	0.051	0.156	-0.105	3.76E-06	0.069338486	
GIMAP1	-1.121002983	0.124	0.288	-0.164	7.65E-08	0.001409396	
RP11-162A12.4	-1.121080242	0	0.006	-0.006	0.058655064	1	
RP11-345P4.9	-1.121623314	0.021	0.056	-0.035	0.01615749	1	
SCARNA2	-1.123129295	0.003	0.019	-0.016	0.037614767	1	
RP11-395B7.4	-1.123566436	0.028	0.1	-0.072	8.59E-05	1	
PXN	-1.124592093	0.105	0.319	-0.214	1.59E-11	2.93E-07	
CTSK	-1.127731434	0.002	0.012	-0.01	0.059195369	1	
L3MBTL1	-1.128011488	0.009	0.025	-0.016	0.096022032	1	
KIF23	-1.129661304	0.002	0.012	-0.01	0.059195369	1	
HIST4H4	-1.129783209	0.026	0.075	-0.049	0.003456233	1	
HYKK	-1.130564286	0.002	0.012	-0.01	0.059195369	1	
LIME1	-1.130834878	0.348	0.656	-0.308	2.93E-20	5.39E-16	
CXorf56	-1.133035594	0.024	0.088	-0.064	0.000232067	1	
NUP43	-1.136603796	0.017	0.05	-0.033	0.01782455	1	
FAM234B	-1.136767025	0.002	0.006	-0.004	0.333723268	1	
RP11-1398P2.1	-1.143143363	0.021	0.069	-0.048	0.002052944	1	
ERGIC1	-1.143833324	0.051	0.131	-0.08	0.000223723	1	
FAM8A1	-1.144943612	0.012	0.05	-0.038	0.002829065	1	
RAB40AL	-1.145990158	0	0.006	-0.006	0.058655064	1	
C9orf3	-1.146205426	0.005	0.019	-0.014	0.091611197	1	
RP11-664D1.1	-1.147261167	0	0.012	-0.012	0.007403874	1	
TTC39C	-1.149629961	0.258	0.55	-0.292	2.06E-14	3.80E-10	
FCRL3	-1.1510826	0.037	0.075	-0.038	0.034279924	1	
EPB41	-1.151923289	0.213	0.55	-0.337	1.25E-18	2.30E-14	
FAM109A	-1.152161068	0.003	0.019	-0.016	0.037887603	1	
EEPD1	-1.152529973	0.01	0.044	-0.034	0.004735876	1	
TCTEX1D2	-1.153234707	0.051	0.15	-0.099	1.45E-05	0.267000644	
RP11-547D23.1	-1.154030318	0.003	0.019	-0.016	0.037887603	1	
PATZ1	-1.15497039	0.007	0.031	-0.024	0.013695237	1	
CEP95	-1.158259105	0.118	0.319	-0.201	5.23E-10	9.64E-06	
CDC42BPG	-1.159992358	0	0.006	-0.006	0.058655064	1	
OR2A1-AS1	-1.161650305	0.003	0.019	-0.016	0.037887603	1	
RP11-98D18.15	-1.163016803	0	0.012	-0.012	0.007403874	1	
WBSCR27	-1.167059332	0.009	0.044	-0.035	0.002064511	1	
ARHGAP11A	-1.167345335	0.016	0.075	-0.059	7.53E-05	1	
RP11-634H22.1	-1.167471753	0.007	0.019	-0.012	0.171852722	1	
FCN1	-1.167712077	0.007	0.038	-0.031	0.003340784	1	
NPDC1	-1.168733756	0.07	0.2	-0.13	6.90E-07	0.012708595	
RNLS	-1.169234155	0.014	0.038	-0.024	0.051236698	1	
IGHV1-46	-1.171236054	0	0.012	-0.012	0.007403874	1	
ATP8B2	-1.172637171	0.054	0.15	-0.096	3.77E-05	0.695429262	
ZNF606	-1.173319221	0.01	0.031	-0.021	0.05356357	1	
KPTN	-1.175885046	0.007	0.031	-0.024	0.013443661	1	
RP11-393I2.4	-1.180932391	0.005	0.025	-0.02	0.022878652	1	
AC079807.2	-1.182246216	0.009	0.019	-0.01	0.272549293	1	
RP11-434H6.7	-1.182601968	0	0.006	-0.006	0.058655064	1	
GPR63	-1.183484187	0	0.012	-0.012	0.007403874	1	
PEX6	-1.18437609	0.019	0.062	-0.043	0.003508679	1	
PC	-1.184622681	0.003	0.012	-0.009	0.169484028	1	
NT5C2	-1.184809906	0.047	0.15	-0.103	4.62E-06	0.085163111	
ZNF425	-1.185539941	0.003	0.025	-0.022	0.007653997	1	
ZBED4	-1.186144816	0.012	0.062	-0.05	0.000200884	1	
IGKV2-30	-1.186487444	0	0.012	-0.012	0.007403874	1	
ALOX5AP	-1.186609777	0.213	0.569	-0.356	3.11E-19	5.72E-15	
C9orf40	-1.188621219	0.002	0.012	-0.01	0.059195369	1	
RP11-660L16.2	-1.188829629	0.087	0.238	-0.151	1.28E-07	0.002355077	
ESAM	-1.190501276	0.002	0.012	-0.01	0.059195369	1	
LINC00861	-1.194675951	0.249	0.606	-0.357	1.69E-21	3.11E-17	
PAXIP1-AS1	-1.195420842	0.037	0.119	-0.082	4.75E-05	0.875182041	
KCNAB1	-1.195646517	0	0.012	-0.012	0.007403874	1	
HIST1H2BO	-1.197562733	0.002	0.012	-0.01	0.059195369	1	
RAB43	-1.197796648	0.01	0.044	-0.034	0.004846109	1	
MATR3	-1.200483484	0.009	0.038	-0.029	0.007963717	1	
KLF12	-1.202054076	0.073	0.2	-0.127	1.05E-06	0.019409136	
FAM216A	-1.204951634	0.012	0.031	-0.019	0.08864421	1	
CDH23	-1.207526259	0.003	0.019	-0.016	0.037887603	1	
MBP	-1.212660533	0.204	0.55	-0.346	2.59E-19	4.77E-15	
STON1	-1.213552401	0.002	0.012	-0.01	0.059195369	1	
RP1-244F24.1	-1.216172818	0.005	0.031	-0.026	0.005084382	1	
CDC14B	-1.217093116	0.002	0.025	-0.023	0.00161427	1	
FKBP11	-1.218173251	0.064	0.181	-0.117	2.70E-06	0.049744223	
SSX2IP	-1.221484534	0.005	0.025	-0.02	0.022580172	1	
KIAA1958	-1.224172418	0	0.012	-0.012	0.007403874	1	
TJP3	-1.225661469	0.005	0.025	-0.02	0.022580172	1	
SLC12A7	-1.228526646	0.012	0.05	-0.038	0.002766057	1	
KCNA3	-1.229062208	0.073	0.219	-0.146	5.20E-08	0.00095793	
WDR90	-1.229243561	0.002	0.012	-0.01	0.059195369	1	
HIST1H1E	-1.230434759	0.169	0.419	-0.25	3.51E-12	6.47E-08	
GNAO1	-1.235335954	0.003	0.025	-0.022	0.00759265	1	
TMEM119	-1.237255239	0	0.012	-0.012	0.007403874	1	
LLPH-AS1	-1.238134864	0	0.012	-0.012	0.007403874	1	
LRRC37A2	-1.238705476	0.009	0.025	-0.016	0.095141895	1	
MPP7	-1.24093681	0.007	0.031	-0.024	0.013360714	1	
AGBL3	-1.243507204	0.019	0.056	-0.037	0.009367465	1	
RP11-89K10.1	-1.244827375	0.005	0.025	-0.02	0.022728986	1	
SNX15	-1.244867337	0.003	0.025	-0.022	0.007715788	1	
TCEA3	-1.246300952	0.003	0.025	-0.022	0.00759265	1	
CCDC65	-1.246338561	0.005	0.031	-0.026	0.005158759	1	
SLC35E2	-1.249412065	0.017	0.044	-0.027	0.04592341	1	
XKR6	-1.249848585	0.007	0.025	-0.018	0.050965631	1	
IGKV1D-13	-1.251120488	0	0.012	-0.012	0.007403874	1	
SELL	-1.251556076	0.408	0.675	-0.267	8.93E-19	1.65E-14	
HIST1H2AJ	-1.252036296	0.003	0.031	-0.028	0.001449367	1	
RAB11FIP5	-1.254811017	0.017	0.05	-0.033	0.017448819	1	
SAMD3	-1.254887975	0.096	0.3	-0.204	1.95E-11	3.59E-07	
CDCA3	-1.257444383	0.002	0.012	-0.01	0.059195369	1	
HSD17B11	-1.261359837	0.12	0.369	-0.249	5.09E-14	9.38E-10	
RP1-191J18.66	-1.261731695	0	0.019	-0.019	0.001026381	1	
BBS12	-1.262514212	0.005	0.031	-0.026	0.005121449	1	
NME4	-1.265334555	0.014	0.044	-0.03	0.017224937	1	
CDCA7	-1.266869501	0.037	0.138	-0.101	1.60E-06	0.029545934	
KSR2	-1.267536954	0	0.012	-0.012	0.007403874	1	
FAM215B	-1.268124362	0.007	0.025	-0.018	0.050687794	1	
ALDH5A1	-1.270156586	0.007	0.025	-0.018	0.051806803	1	
MYC	-1.273944753	0.024	0.175	-0.151	4.79E-13	8.83E-09	
TGFBR3	-1.276374546	0.035	0.131	-0.096	2.60E-06	0.047911522	
SERF1B	-1.276446703	0.003	0.012	-0.009	0.169484028	1	
RP1-153P14.8	-1.280444444	0.002	0.019	-0.017	0.00981156	1	
CTD-2054N24.2	-1.283472278	0.003	0.019	-0.016	0.037887603	1	
RP11-511P7.5	-1.285302371	0.026	0.088	-0.062	0.000387372	1	
MAFG	-1.286222209	0.01	0.038	-0.028	0.016294582	1	
AGAP6	-1.288027004	0.007	0.025	-0.018	0.051525131	1	
RAP1GAP2	-1.288562367	0.012	0.05	-0.038	0.002750507	1	
ATF7IP2	-1.290859556	0.145	0.412	-0.267	4.55E-15	8.39E-11	
LEF1	-1.291235383	0.19	0.556	-0.366	1.12E-21	2.06E-17	
VCAN	-1.291578016	0.007	0.031	-0.024	0.01361092	1	
CTC-435M10.3	-1.29297563	0.005	0.025	-0.02	0.022580172	1	
RUNX2	-1.296588565	0.035	0.112	-0.077	7.01E-05	1	
CTC-471J1.11	-1.297653988	0.003	0.019	-0.016	0.037614767	1	
APOLD1	-1.298745326	0.037	0.144	-0.107	4.14E-07	0.007624655	
HIST1H4D	-1.298859871	0.002	0.012	-0.01	0.059195369	1	
RP11-17A1.3	-1.300643157	0.003	0.019	-0.016	0.037887603	1	
LINC01481	-1.301943025	0.082	0.262	-0.18	1.85E-10	3.42E-06	
CTD-2630F21.1	-1.302985536	0	0.012	-0.012	0.007403874	1	
C9orf139	-1.304782772	0.003	0.019	-0.016	0.037343604	1	
FAM169A	-1.308434772	0.009	0.038	-0.029	0.007869663	1	
CDKN2D	-1.309450366	0.07	0.238	-0.168	9.21E-10	1.70E-05	
MROH8	-1.30973624	0	0.012	-0.012	0.007403874	1	
ADGRL1	-1.311163736	0.002	0.019	-0.017	0.009717944	1	
CTD-2095E4.5	-1.312806112	0.023	0.094	-0.071	3.13E-05	0.57767802	
LRRC37A	-1.31424307	0	0.012	-0.012	0.007403874	1	
AP001347.6	-1.317484617	0.002	0.019	-0.017	0.009905978	1	
ITGB7	-1.324190551	0.127	0.375	-0.248	4.10E-14	7.56E-10	
RP11-658F2.8	-1.324390166	0.003	0.031	-0.028	0.001449367	1	
TRBV11-2	-1.325089446	0.021	0.05	-0.029	0.042105194	1	
RP11-24C3.2	-1.327434932	0	0.012	-0.012	0.007403874	1	
MFGE8	-1.33089702	0.03	0.106	-0.076	3.63E-05	0.669349895	
ARHGEF25	-1.334241504	0	0.012	-0.012	0.007403874	1	
RP11-589M4.1	-1.334482347	0	0.012	-0.012	0.007403874	1	
AC006369.2	-1.334757378	0.031	0.106	-0.075	7.26E-05	1	
ROPN1L	-1.334860677	0.003	0.025	-0.022	0.00759265	1	
GPA33	-1.338614336	0.009	0.056	-0.047	0.000111823	1	
LINC00544	-1.339561251	0.005	0.031	-0.026	0.005121449	1	
AP002884.2	-1.348096682	0	0.012	-0.012	0.007403874	1	
ABCG2	-1.350068509	0	0.019	-0.019	0.001026381	1	
RP11-635N19.1	-1.352041702	0.005	0.025	-0.02	0.022432204	1	
SUV39H1	-1.35471548	0.012	0.038	-0.026	0.030338482	1	
RBM15B	-1.357753971	0.019	0.075	-0.056	0.000319012	1	
MTSS1	-1.35825483	0.019	0.075	-0.056	0.000307225	1	
CALCB	-1.359258137	0.002	0.019	-0.017	0.00981156	1	
F2RL2	-1.359808292	0	0.012	-0.012	0.007403874	1	
ZBTB7A	-1.362557516	0.044	0.125	-0.081	9.16E-05	1	
RP11-602N24.3	-1.364467462	0	0.012	-0.012	0.007403874	1	
C1orf228	-1.366834646	0.009	0.05	-0.041	0.000449566	1	
AFF3	-1.368323612	0.002	0.025	-0.023	0.00155001	1	
LL22NC03-86G7.1	-1.371479275	0	0.006	-0.006	0.058655064	1	
STK38	-1.376816286	0.146	0.45	-0.304	3.55E-18	6.55E-14	
GREM2	-1.378722407	0	0.006	-0.006	0.058655064	1	
GNE	-1.39073935	0.016	0.05	-0.034	0.009872009	1	
CBR3	-1.392943904	0.005	0.031	-0.026	0.005047558	1	
SLCO3A1	-1.393835053	0.01	0.05	-0.04	0.001181863	1	
GIMAP5	-1.395697459	0.023	0.106	-0.083	2.43E-06	0.044833347	
RP11-290C10.1	-1.397109063	0.002	0.012	-0.01	0.059195369	1	
RP11-106M3.3	-1.399913938	0.002	0.019	-0.017	0.00981156	1	
RP11-758M4.4	-1.400506322	0.024	0.138	-0.114	7.06E-09	0.000130093	
C16orf86	-1.40315353	0.005	0.038	-0.033	0.001041249	1	
ANKS1B	-1.403350115	0.019	0.081	-0.062	8.53E-05	1	
UMODL1	-1.408928949	0	0.025	-0.025	0.000148094	1	
PSMG3-AS1	-1.412741586	0.01	0.05	-0.04	0.001181863	1	
TTC39C-AS1	-1.417630732	0.01	0.056	-0.046	0.000295942	1	
KIAA0101	-1.41980621	0.026	0.112	-0.086	3.74E-06	0.068969893	
RP11-440L14.1	-1.420054246	0.012	0.038	-0.026	0.029778453	1	
RP5-1028K7.2	-1.420516473	0.023	0.062	-0.039	0.009270922	1	
GNRH1	-1.421405685	0	0.012	-0.012	0.007403874	1	
TMEM201	-1.424691657	0.003	0.019	-0.016	0.037343604	1	
KANK1	-1.425626716	0.003	0.025	-0.022	0.007411246	1	
LINC01176	-1.426559703	0	0.012	-0.012	0.007403874	1	
HBB	-1.42849937	0	0.012	-0.012	0.007403874	1	
ZNF169	-1.429896246	0.017	0.062	-0.045	0.001794147	1	
AGTPBP1	-1.430098301	0.056	0.2	-0.144	5.94E-09	0.000109501	
PNMA5	-1.431745028	0.016	0.062	-0.046	0.000882861	1	
RP11-51J9.5	-1.436459605	0.127	0.4	-0.273	4.94E-16	9.10E-12	
MOCOS	-1.441604236	0	0.006	-0.006	0.058655064	1	
OLFM1	-1.442903745	0.002	0.006	-0.004	0.333723268	1	
CA5B	-1.443204667	0.073	0.288	-0.215	6.43E-14	1.18E-09	
IGKV3D-15	-1.443810938	0	0.019	-0.019	0.001026381	1	
CTD-2162K18.4	-1.444420068	0	0.012	-0.012	0.007403874	1	
S100A12	-1.448258831	0.005	0.031	-0.026	0.004974632	1	
RP11-214N9.1	-1.45341026	0.003	0.019	-0.016	0.037614767	1	
RP11-430B1.2	-1.457520226	0.007	0.038	-0.031	0.003142893	1	
NUCB2	-1.458152784	0.068	0.169	-0.101	4.23E-05	0.778978002	
AC009133.17	-1.459606261	0.005	0.031	-0.026	0.005010975	1	
CTD-2035E11.4	-1.460112996	0	0.019	-0.019	0.001026381	1	
CACNA1C-AS2	-1.461590076	0	0.012	-0.012	0.007403874	1	
SBK1	-1.461628958	0.005	0.031	-0.026	0.004938528	1	
RP11-284N8.3	-1.465996281	0.017	0.069	-0.052	0.000532536	1	
SH3PXD2A-AS1	-1.467197095	0	0.019	-0.019	0.001026381	1	
EFHC1	-1.468216576	0.007	0.038	-0.031	0.003229487	1	
RP11-85G18.6	-1.469426722	0	0.012	-0.012	0.007403874	1	
CCT6B	-1.480259854	0	0.019	-0.019	0.001026381	1	
RP11-191G24.1	-1.480739707	0	0.012	-0.012	0.007403874	1	
NEDD4L	-1.48210799	0.002	0.025	-0.023	0.001581839	1	
GDF11	-1.483531667	0.005	0.031	-0.026	0.004974632	1	
AXIN1	-1.484383072	0.012	0.056	-0.044	0.000701987	1	
ANKRD55	-1.48637945	0.005	0.038	-0.033	0.001066002	1	
IGKC	-1.492440822	0.002	0.025	-0.023	0.001597979	1	
RP3-402G11.28	-1.497023349	0	0.006	-0.006	0.058655064	1	
PHF7	-1.500202928	0.028	0.131	-0.103	1.35E-07	0.002485962	
FAM65B	-1.501734074	0.145	0.5	-0.355	2.05E-23	3.77E-19	
ZNF202	-1.502250118	0.007	0.038	-0.031	0.003142893	1	
CUBN	-1.503081633	0.005	0.025	-0.02	0.022432204	1	
FAM209A	-1.512943231	0	0.006	-0.006	0.058655064	1	
AES	-1.518585063	0.394	0.912	-0.518	3.57E-53	6.57E-49	
RAB37	-1.519755343	0.08	0.325	-0.245	4.55E-16	8.39E-12	
CCR3	-1.522790042	0	0.019	-0.019	0.001026381	1	
SPINK2	-1.527306019	0.002	0.012	-0.01	0.059195369	1	
TMEM204	-1.527306368	0.042	0.181	-0.139	1.38E-09	2.54E-05	
CCDC109B	-1.527603791	0.202	0.588	-0.386	3.37E-27	6.21E-23	
RASGRP2	-1.52900997	0.092	0.356	-0.264	4.87E-17	8.97E-13	
RP11-23P13.6	-1.53935453	0.005	0.025	-0.02	0.022432204	1	
C10orf95	-1.544731294	0.002	0.019	-0.017	0.009717944	1	
IGHA2	-1.546622983	0	0.019	-0.019	0.001026381	1	
SLC25A25	-1.547963992	0.033	0.169	-0.136	4.41E-10	8.13E-06	
CTC-523E23.11	-1.557504634	0.085	0.35	-0.265	1.29E-17	2.38E-13	
ALS2CL	-1.560195239	0	0.012	-0.012	0.007403874	1	
MSANTD3	-1.561614825	0.003	0.025	-0.022	0.007471277	1	
TRBV6-4	-1.562668747	0.007	0.031	-0.024	0.01361092	1	
JCHAIN	-1.56758943	0.005	0.044	-0.039	0.000208662	1	
TC2N	-1.569988211	0.082	0.288	-0.206	7.51E-13	1.38E-08	
MAMLD1	-1.570421207	0	0.019	-0.019	0.001026381	1	
FLVCR1	-1.570706859	0.012	0.044	-0.032	0.009038536	1	
CTD-3184A7.4	-1.571560912	0.064	0.281	-0.217	6.21E-15	1.14E-10	
SEMA3G	-1.572557721	0.007	0.038	-0.031	0.00316434	1	
RP11-134G8.7	-1.572973737	0.003	0.031	-0.028	0.001399988	1	
AC002117.1	-1.576072274	0.012	0.062	-0.05	0.000173258	1	
ZNF57	-1.579581521	0.003	0.025	-0.022	0.007411246	1	
KLHL7-AS1	-1.588375381	0	0.012	-0.012	0.007403874	1	
RP11-307C12.13	-1.591061541	0.003	0.031	-0.028	0.001412185	1	
SORL1	-1.591414583	0.092	0.394	-0.302	1.95E-21	3.59E-17	
ANK3	-1.592665691	0.005	0.044	-0.039	0.000198521	1	
DPEP2	-1.59616445	0.038	0.156	-0.118	5.12E-08	0.000943702	
KLF7	-1.601921413	0.019	0.081	-0.062	7.92E-05	1	
TRBV4-2	-1.621152941	0.005	0.019	-0.014	0.093181511	1	
REM2	-1.629426534	0.003	0.031	-0.028	0.001387888	1	
ITGA6	-1.629716425	0.017	0.106	-0.089	1.30E-07	0.002401851	
CLMP	-1.629991322	0.002	0.031	-0.029	0.000251738	1	
FGFR1	-1.633863369	0.003	0.031	-0.028	0.001375884	1	
AC005775.2	-1.634247629	0	0.019	-0.019	0.001026381	1	
IGHM	-1.63435051	0.003	0.038	-0.035	0.0002423	1	
MAP3K9	-1.63500573	0.005	0.038	-0.033	0.001017029	1	
P2RY8	-1.635429999	0.085	0.3	-0.215	1.11E-13	2.04E-09	
GIMAP7	-1.656194983	0.145	0.412	-0.267	1.21E-16	2.23E-12	
INTS6-AS1	-1.664271661	0.019	0.131	-0.112	9.81E-10	1.81E-05	
RP11-15E18.1	-1.672097882	0	0.019	-0.019	0.001026381	1	
TARBP1	-1.678397835	0.01	0.062	-0.052	5.95E-05	1	
POC1B-GALNT4	-1.699189525	0.007	0.044	-0.037	0.000666736	1	
